video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
PpgYMgBSTDA,Love Baking | Episode - 2 | Varsha Dsouza | Charan Lakkaraju | Telugu Web Series 2024 | Infinitum,"Download Frnd App: https://frndapp.onelink.me/Td7S/june2024varsha2

""Love Baking"" is a Telugu Romcom Web Series Featuring Varsha Dsouza & Charan Lakkaraju as a Leads.

Cast: Varsha Dsouza, Charan Lakkaraju, Anthony Soma, Harish.

Produced by Vandana Bandaru

Written by Sunny Sanjay 

Directed by Sai Kumar Netha

Dop: Vinay Sarukolla

Editing: Madhu kallepalli

DI: Vinay Sarukola

Poster Designer: Nikhil Chotu 

Sound Engineers: Venkat, Bhaskar 

Co-Director: Raju Maddela

Assistant DOP: Naveen

Line Producer: Surya T

Executive Producer: Rahul Nimmakuri

#LoveBaking #VarshaDsouza #CharanLakkaraju #TeluguWebSeries2024 #infinitummedia 

Presented by #Infinitum Network Solutions.",2024-06-17T14:23:36Z,UCs81cwIpxLm2HLQOUVRdC2Q,Varsha Dsouza,24,"['love baking', 'love baking web series', 'varsha dsouza', 'charan lakkaraju', 'varsha dsouza web series', 'charan lakkaraju web series', 'varsha dsouza short films', 'charan lakkaraju short films', 'varsha dsouza charan lakkaraju', 'baking', 'telugu web series 2024', 'telugu short films 2024', 'latest telugu short films 2024', 'telugu new short films 2024', 'telugu love short films latest', 'latest telugu new short films', 'varsha dsouza latest short film', 'love baking episode 1', 'love baking web series ep 1']",PT18M49S,hd,false,276845,12616,0,0,178
QkfE4atF1xM,Veera(வீரா) | திங்கள்-வெள்ளி இரவு 8 மணிக்கு | 19 Jun 24 | Promo | Zee Tamil,"Zee5 Paid Subscription Link: https://bit.ly/32gxIJ4
Free Subscription click here: https://bit.ly/SubscribeFreeZeeTamil
Get notified about our Latest update by Clicking the Bell Icon 🔔

#Veera #Maaran #Kanmani #Ramachandran #Valli #Raghavan #Promo #ZeeTamil

To Free Download ZEE5 Mobile app click the link below
Playstore: http://bit.ly/Zee5PlayStore
iTunes: http://bit.ly/Zee5ITunes

Connect with Zee Tamil on Social Media
Whatsapp: https://bit.ly/ZeeTamilWhatsApp
Facebook: http://bit.ly/ZeeTamilFB
Instagram: http://bit.ly/ZeeTamilInsta
Twitter: http://bit.ly/ZeeTamilTwitter

Connect with Zee5 on Social Media
Facebook: http://bit.ly/Zee5TamilFB
Instagram: http://bit.ly/Zee5TamilInsta
Twitter: http://bit.ly/Zee5TamilTwitter",2024-06-19T07:15:00Z,UC_wIGmvdyAQLtl-U2nHV9rg,Zee Tamil,24,"['Zee Tamil', 'zeetamil', 'ஜீ தமிழ்', 'zee தமிழ்', 'Tamil channel', 'tamil tv serial', 'tamil serial', 'zee tamil show', 'entertainment', 'daily soaps', 'family', 'drama', 'comedy', 'horror', 'thriller', 'romance', 'romantic', 'tamil', 'free', 'download', 'mobile', 'story', 'episode', 'latest', 'scene', 'full episode', 'best scene', 'webisode', 'precap', 'preview', 'promo', 'complete series', 'video', 'youtube', 'tv', 'popular shows', 'zee5', 'ZEEL']",PT30S,hd,false,557332,11077,0,0,89
DEczwbVa3LY,"Kadhaipoma'2 | Chapter - 5 | Irava Pagala with English Subtitles| Ft NP, Preetha |Blacksheep Studios","#kadhaipoma2  #np #preetha #kadhaipoma #chapter5
.......................................................................................
Sunfeast Supermilk :
Sunfeast Supermilk Biscuit is a strong milk biscuit made with more milk and the traditional goodness of Naatu Maatu Paal!
   / @sunfeastsupermilk  
Follow us on Instagram - @sf_supermilk
.........................................................................................
EasyBuy :
The Best Of Fashion Now Closer to You
""Easy Buy"" Grand Launch 8th June @11 AM
Kundarthur Main Road, Near Narayana School Gerugambakkam, Chennai
........................................................................................

“Blacksheep's Isaiyum Thamizhum”, On 13th Of July 2024 Evening 5'o Clock

Venue : Sir Mutha Venkatasubba Rao Concert Hall
Lady Andal Auditorium, Shenstone Park, #13, 1, Harrington Rd, Chetpet, Chennai, Tamil Nadu 600031
.
For Tickets Visit : www.blacksheepindia.com
.
Bookmyshow: https://in.bookmyshow.com/events/blacksheep-isaiyum-thamizhum/ET00400094
.....................................................................................

Wardrobe Courtesy:

70MM Male Clothing, The Mens Fashions Store Of Kafa Clothing India (P) Ltd Was Started Out Of Desire To Fulfill Mens Dream In Fashion. For More Details Contact at +91 7305053330
Insta Link :  https://www.instagram.com/70mmmaleclothing?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
.....................................................................................
Artist 
https://www.instagram.com/narendraprasath_np?
https://www.instagram.com/itspreetha_official?

Director
https://www.instagram.com/hariharran_babu?

Cinematographer
https://www.instagram.com/vijayfredrick_secrets?

Edit
https://www.instagram.com/niithin_teaser?

Music
https://www.instagram.com/manikandan_murali?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==

Direction Team
https://www.instagram.com/delvinrohith?
https://www.instagram.com/varun_offi_gj?
https://www.instagram.com/dir_vasanth ?
https://www.instagram.com/arunantony_75?

Cinematography team
https://www.instagram.com/yuvaraj_dop?
https://www.instagram.com/m.a.n.i.g.a.n.d.a.n?
https://www.instagram.com/karthik_marimuthu_official?
https://www.instagram.com/raghava_03_ ?

Music Team
https://www.instagram.com/manikandan_murali?
https://www.instagram.com/arunvallalar?
https://www.instagram.com/ajithvo_?


Sound Engineer
Dinesh D

DI
https://www.instagram.com/i_color_ist?

Designs
https://www.instagram.com/shalomkingsoffl?

Social Media 
https://www.instagram.com/anbu_ak__?
https://www.instagram.com/gokul.t__/

Makeup 
@azalea_makeover_divi
@sharmila_makeover_artistry

This Video May Include Promotional Contents. Blacksheep shall not be liable for any direct, indirect or consequential losses occured out of the contents in the ad. Therefore , use of any information from the ad is at viewer’s own risk.

Download Bs Value App Playstore Link : https://play.google.com/store/apps/details?id=com.gridsandguides.blacksheepvalue

Download Bs Value App Appstore Link : https://apps.apple.com/in/app/bs-value/id1537233387

BS Value Website : https://bsvalue.com/

Blacksheep Studios is another venture from Team Blacksheep.
2016 is where it all started. With just a single subscriber and a bunch of creative atti who wanted to bring out the best of entertainment and Blacksheep is the product. The exclusive shows and interesting webseries and vlogs captivated the hearts of the audience which later positioned Blacksheep as the face of Youtube record setters! We have always created a trend and have been a frontrunner in this sector. Branching out to various sister channels and many new innovative ideas, Blacksheep has seamlessly and is incessantly working to provide the best of entertainment with our very own BS Faces who are in each and every household. 

Watch our other channels 
Blacksheep : https://www.youtube.com/c/BlackSheepTamil
Blacksheep Go : https://www.youtube.com/channel/UCkLHrdpCoa_jIgySl1a02tQ
Blacksheep Cinemas : https://www.youtube.com/channel/UC4cgYeDhc_jmP9Nf2zESowg
.
Website : blacksheepindia.com 
Contact : 044-69095023 , 044-69095055
Mail Id : reach@blacksheepindia.com",2024-06-16T04:30:07Z,UCKoQ57VjNbcx9LEfVvTLBdQ,BlackSheep Studios,24,"['unakkennapaa', 'black sheep', 'kadhaipoma', 'np', 'preetha', 'love webseries', 'webseries', 'kadhaipomateaser', 'blacksheep', 'nppreetha', 'love', 'kadhaipoma2', 'Kadhaipoma chapter 5', 'Kadhaipoma episode 5', 'Kadhaipoma 5 episode', 'Kadhaipoma latest episode', 'Kadhaipoma 5', 'Blacksheep love webseries', 'kadhaippoma']",PT18M27S,hd,true,566753,31403,0,0,662
KCx1bBTM9XE,Kannappa Official Teaser Telugu | Vishnu Manchu | Mohan Babu | Prabhas | Mohanlal | Akshay Kumar,"#KannappaTeaser #Vishnumanchu #Prabhas #AkshayKumar #Mohanlal #KajalAggarwal

Cast & Crew: 

Starring: Vishnu Manchu, Mohan Babu, Mohanlal, Prabhas, Preity Mukundhan, Akshay Kumar, Sarathkumar, Kajal Aggarwal
Banner: 24 Frames Factory & AVA Entertainment
Producer: Dr. M. Mohan Babu 
Director: Mukesh Kumar Singh
Director Of Photography: Sheldon Chau
Editor: Anthony Gonsalvez
Music Director: Stephen Devassy
Executive Producer: Vijay Kumar Reddy
Dance Choreographer: Prabhu Deva
Stunt Choreographer: Kecha Khamphakdee
PROs: Haswath and Sai Satish

DI & SOUND MIX : Annapurna Studios 

Colorist:  Ashwath S 

Sound Mix : Kannan Ganapat",2024-06-14T11:11:11Z,UCD6HUc5wqaR327kLTmkO20A,AVA Entertainment,24,"['Kannappa Official Teaser Telugu', 'Vishnu Manchu Kannappa Teaser', 'Kannappa', 'Prabhas', 'Akshay Kumar', 'Vishnu Manchu Kannappa', 'Vishnu Manchu Kannappa Movie', 'Manchu Vishnu New Movie', 'Kannappa Making', 'Vishnu Manchu New Movie Making', 'Kannappa Teaser', 'Kannappa Teaser Hindi', 'Kannappa Songs', 'Vishnu Manchu Kannappa First look', 'Vishnu Manchu Latest Movie', 'Kannappa Movie Making', 'Kannappa Making video', 'Kannappa telugu movie', 'Kannappa movie', 'Introducing Kannappa']",PT1M40S,hd,true,19010229,222062,0,0,7370
Z3glpikExKw,బస్సులో పెళ్లికి.. అల్లరే అల్లరి.. Brothers Wedding Series || Bangkok Pilla,"బస్సులో పెళ్లికి.. అల్లరే అల్లరి.. Brothers Wedding Series || Bangkok Pilla

😍 Emmadi’s Wedding Mela from 10th November to 31st January. Get free gold on purchase of silver jewellery. T&C

Follow/Subscribe Emmadi Silver Jewellery Official for more updates on Trending Jewellery. 

YouTube: https://www.youtube.com/@emmadi_silver_jewellery
ID name: Emmadi Silver Jewellery Official

Instagram: https://www.instagram.com/emmadi_silver_jewellery/?igshid=YmMyMTA2M2Y%3D
ID name:  emmadi_silver_jewellery

Facebook: https://www.facebook.com/emmadi.silverjewellery.store?mibextid=LQQJ4d
ID name: Emmadi_silver_jewellery_store

Pinterest: https://pin.it/4cOGVqZ
ID Name: Emmadi Silver Jewellery

WhatsApp: https://wa.me/message/FPPW377NG22IN1

Phone: 6300405132 / 6302112233

Address
Kukatpally: Near Metro Pillar No:775, Kukatpally
Punjagutta: beside reliance jewels, punjagutta

Chandanagar: 8688823262

Google pin: 
Kukatpally: https://maps.app.goo.gl/SmXJBJvyVRpTpEwk8?g_st=iw

PUNJAGUTTA: https://goo.gl/maps/J8C4mNssjGoj9YYE6
🧶 Makeup 
👩🏼‍🦱I booked SminkUp & team through a friend two months in advance, and their 15 years of experience truly impressed me. Each service—makeup, hair styling, and saree draping—was handled by a dedicated artist, ensuring top-notch, personalized attention. They use only the best international brands, carefully selected to match your skin tone for a flawless, natural look. No assistants, no shortcuts—just expert care that resulted in a stunning look in just 1.5 hours. Plus, they were punctual and incredibly patient. I highly recommend them for a professional and personalized beauty experience!

Here are their contact details
*Whats App No: +91 8977020202*
insta: https://www.instagram.com/sminkupofficial/
web: https://www.sminkup.com/
Google Reviews: https://g.page/r/CR5ciVvgtv3bEAg/review

#BangkokPilla #TeluguVlogs #Brotherswedding

Our Other Videos 👇👇

Vote Evariki..? || AP Elections 2024...- https://youtu.be/dRhSalMoBnk

Bangkokలో కూరగాయల Market.. - https://youtu.be/9LHFgbF9ZwQ

పండగకి పుట్టింటికి..  Flight Miss...? - https://youtu.be/Kuuv5jAYWoY

Boat Journey to Koh Larn Island - https://youtu.be/ec7t7mJbeRw

బ్యాంకాక్ లో Family Trip..  - https://youtu.be/J9fqIsdfjk0

బ్యాంకాక్ లో శ్రీనివాస కళ్యాణం.. - https://youtu.be/GcVheDrlzN0

Dasara procession in Bangkok - https://youtu.be/U5zWYcd8OAg

బ్యాంకాక్  లో  బతుకమ్మ - https://youtu.be/lRJDPWXwHbc

అరకులో.. ఆఖరి రోజు - https://youtu.be/2-hK2K4rb9M

అరకులో మన గిరిజనులతో... - https://youtu.be/4NiNztILKBI

మా అత్తగారి ఊరు.. అత్తారింటికి దారేది.. - https://youtu.be/cVV22IsMbE8

హైదరాబాద్ లో పాత జ్ఞాపకాలు - https://youtu.be/jpLh9SyiDZM

సరదాగా వెళితే Surprise ఇచ్చారు.. - https://youtu.be/3AVuhq7SDus

Exploring Vizianagaram Sri Ramanarayanam Temple - https://youtu.be/R0udJHhRpkk

నేను Bigg Boss కి..?  - https://youtu.be/VM8sYNDJvMw

బ్యాంకాక్ సముద్రంలో దీవులకు - https://youtu.be/_7baS6UqIww

ఆత్మల కోసం కట్టిన ఇల్లు - https://youtu.be/dd0MkaHQFiQ

Home Tour Video - https://youtu.be/pS0CuDcyeiw

గంధవరం జాతర.. బొమ్మ తిరుగుడు.. - https://youtu.be/hJ2Ofo9_qjY

అమ్మమ్మ గారి ఊర్లో.. చిన్ననాటి జ్ఞాపకాలు.. - https://youtu.be/1bTGwVwfIeI

Schools in Bangkok - https://youtu.be/cBxa91YYfnQ

Rental Bikes in Pattaya - https://youtu.be/LoQQ83Uq01I

Pattaya Tiger Park - https://youtu.be/BDc8J2FT84Q

1 Million Celebrations.. - https://youtu.be/xYRquQ44FZU

Traveling from Bangkok to Pattaya - https://youtu.be/-9mMuovhY3M

Indian Food in Bangkok - https://youtu.be/hpqeFaWSDHg

Sankranti in Bangkok - https://youtu.be/nGaJKnc7rSM

Bangkok lo Bhogi - https://youtu.be/gnEWS8_nInI

Life journey of Bangkok pilla  ▶ https://youtu.be/JikocYO2hAg  

Chit Chat with Naa Anveshana  ▶ https://youtu.be/dwZCOwdB_yM  

వీసా లేకుండా బ్యాంకాక్ వెళ్లడం ఎలా..?  ▶ https://youtu.be/BAiAsH2TmQY

For More Interesting Video Please Subscribe 📌 Bangkok Pilla

Thanks and Regards 
Bangkok Pilla ( Sravani )",2024-06-18T08:36:13Z,UCrd9nnfKqHtpB_Gyg8xBwaw,Bangkok Pilla,19,"['bangkok pilla new videos', 'bangkok pilla telugu vlogs', 'bangkok pilla channel', 'bangkok pilla telugu new videos', 'Bangkok Pilla Family Vlogs', 'bangkok pilla brother marriage', 'bangkok pilla brother marriage video', 'Bangkok Pilla Brother', 'Bangkok Pilla Brother Wedding', 'bangkok pilla telugu', 'telugu vlogs', 'Bangkok Pilla Family Videos']",PT29M55S,hd,false,780327,19515,0,0,1060
dYln2i1mnvU,Tarak Mehra Ka Seedha Chashmah | Take A Break,"🏏Experience the joy of trading on Binomo and earn up to 5000 INR per day: Promo link - http://binomoindia.in/takeabreak_yt
With care from Binomo: your capital may be at risk 🙌

Get ready to laugh out loud with our latest comedy sketch, ""Tarak Mehra ka Seedha Chashmah""! 🤓🤣. In this uproarious parody of the beloved Indian sitcom ""Taarak Mehta ka Ooltah Chashmah,"" we flip the script and hilariously exaggerate the show's most iconic stereotypes and tropes. From the overly dramatic dialogues to the predictably wacky scenarios, nothing is off-limits as we put a comedic twist on the format that fans know and love.
#TMKOCParody #ComedySketch #IndianTV 

Produced By - Monica Prabhudesai
Producer - Pratik Thakur
Creative Producer- Ravindra Sarowar

Script & Direction - Satyam Phule
Associate Director - Sahil Parab
1st AD- Shreyas Koli

Production Design - Shashank Kalekar
Costume - Arru Jain
Production- Pavan Tekale
Production Asst.- Gajanan Lokhande
Spot - Navnath, Nilesh

Makeup- Shahin Baig
DOP - Suraj Kale & Akshay Jadhav
Camera Assistant - Hitan Dhaktode

Editor - Shubham Ghatkar
Post Production Supervisor - Hemant Vansh
Music & Sound - Manoj More
DI - Mayur Satpute
Thumbnail - Anuj Shinde

Sound- Samir Sheikh
BTS- Malhari Shinde, Om Kanse

Cast:
Shashank Swamod
Aparna Tandale
Prashant Kulkarni
Sayali Sonule
Sahil Parab
Satyam Phule
Shreyas Koli
Gajanan Lokhande
Sharjeel Shoeb
Siddhant Panchwatkar
Ujjwal Modi
Shubham Botre",2024-06-16T03:30:27Z,UCzIciQA6KlhGCZFByEo2wFQ,Take A Break,23,"['take a break', 'tab', 'take a break comedy', 'shorts break', 'take a break video', 'take a break kaamwali bai', 'parody', 'aparna tandale', 'prashant kulkarni', 'sayali sonule', 'Shashank swamod', 'spoof comedy', 'comedy', 'comedy show', 'new comedy show', 'comedy acts', 'tmkoc full episode', 'tmkoc', 'tmkoc spoof', 'hindi comedy show', 'tmkoc comedy', 'taarak mehta comedy', 'taarak mehta comedy scenes', 'popatlal comedy', 'best comedy videos', 'jethalal babita comedy', 'tarak mehra', 'tarak mehra ka seedha chashmah']",PT13M14S,hd,false,1978759,73161,0,0,4621
qSZGxr0gfZc,Rakesh Barot | આવે તારી યાદ | Aave Tari Yaad | 2024 New Gujarati Song | નવું ગુજરાતી ગીત,"પ્રેમ થયો હોય ત્યારે પ્રેમી ને દરેક પળે યાદ કરવા ની વાત એટલે રાકેશબારોટનું  નવુ ગીત ""આવે તારી યાદ"". પ્રેમ માં દરેક ક્ષણે પ્રિયતમાની યાદ અપાવતું આ ગીત નિહાળો ફક્ત @SaregamaGujarati  પર...

Our beloved superstar, Rakesh Barot, is back with a new Gujarati song, ""Aave Tari Yaad."" This touching love song is about missing someone special. Feel the deep emotions with ""Aave Tari Yaad"" only on @SaregamaGujarati 

Credits:

Singer: Rakesh Barot 
Producer: Red Velvet Cinema 
Lyrics: Ajay gohel 
Music: Dipesh chavada 
Concept & director: Shankar thakor borisanawala
Creative Head : Dhyey Films & Team
Artist: Rakesh Barot, vidhi Shah, Bharat Chaudhary 
Co.artist: Janavi patel, Soham 
chatralwala group 
Dop: montu rajput 
Editing: Kishor Rajput 
Technically Support: Jenish Talaviya 
Production management : jigar panchal
Light's equipments: Kalpesh jadav 
Sound operator: Sunil kachiya 
Spot boys: Kiran thakor , jitu 
Makeup & hairstyles: Lata patel 
Ass.director: Babusinh thakor
Poster design: Aman Agola 
Spc thanks: manish patel ,divyang patel
Food management: the Village Vila cafe

Lyrics:

હો ગોમમાં જાવ તો આવે તારી યાદ (૨)
 અરે હરતા ફરતા આવે તારી યાદ
 હે તને આવે કે ના આવે મને તારી યાદ 
અરે વડલે જવું તો આવે તારી યાદ 
ગોમ ના પાદરે જાવ તો આવે તારી યાદ 
તને આવે કે ના આવે મને આવે તારી યાદ છે
હે જ્યાં જોઉં ત્યાં ચહેરો તારો નજરે મારે આવે
 જીવતો બળુ તારી યાદ માં તને કોણ હમજાવે 
એ બસ સ્ટેન્ડે જવું તો આવે તારી યાદ 
અલી બોકડે બેહુ આવે તારી યાદ 
હે તને આવે કે ના આવે મને આવે તારી યાદ (૨)
એ વહેલે આવી ને પહેલા રોજ તને તમે મળતા 
પહેલે મોડું થાય તો તમે વાટ મારી જોતા 
હો ભાઈબંધોને મારા તમે ઘડી ઘડી પૂછતા 
ફોન કરો આવો વહેલા ઉતાવળ કરતા 
હે તારી એ વાતો મારા દિલની યાદ આવે 
ઘડી ઘડી આહુડાની રાડે રોવડાવે
 અરે ખેતરે જવું તો આવે તારી યાદ 
અલી નદીએ જાઉં તો આવે તારી યાદ 
એ તને આવે કે ના આવે મને આવે તારી યાદ (૨)
એ મને ખબરો મળી છે ગોમમાં પાછા આયા 
ગોમમાં પાછા આયા પણ મળવા નથી આયો
હો લાગે છે ભૂલી ગયા હવે એ તો અમને
 કહી દો ને જાન શું થયું એવું તમને 
અમે જોતા અવળા શીડ તમે ફરી રે જાઓ છો
 શું બગાડ્યું મેં તમારું એટલું કહેતા જજો
 હે નિશાળે જવ તો આવે તારી યાદ 
મંદિરે જવ તો આવે તારી યાદ હે તને આવે કે ના આવે મને આવે તારી યાદ (૨)
હોઆવે કે ના આવે તને મને આવે તારી યાદ

#આવેતારીયાદ
#AaveTariYaad
#rakeshbarot  
#rakeshbarotnewsong 
#rakeshbarotsadwhatsaapsatus 
#saregamagujarati 
#gujaratisongs   
#gujaratilovesong  
#gujarati 
#ગુજરાતીગીત

Learn to sing in Sur with AI Powered Personal Music Teacher- Padhanisa by Saregama. Download Padhanisa App now; https://sarega.ma/padhanisa   

Sleep by Saregama Carvaan, Pre-loaded with soothing sounds that help body and mind to relax. To buy, click here https://s.sarega.ma/sleep

Buy Carvaan Mobile - Feature phone with 1500 Pre-loaded songs: http://sarega.ma/ycmbuy 

Label- Saregama India Limited, A RPSG Group Company


For more videos log on & subscribe to our channel :
http://www.youtube.com/saregamagujarati

Follow us on -
Facebook: http://www.facebook.com/Saregama
Twitter: https://twitter.com/saregamaglobal",2024-06-18T05:30:06Z,UCvrD1eyGgo8O9JcTraCvYBg,Saregama Gujarati,10,"['આવે તારી યાદ', 'Aave Tari Yaad', 'Rakesh Barot', '2024 New Gujarati Song', 'rakesh barot new song', 'new gujarati song', 'Gujarati New Song', 'ગુજરાતી ગીત', 'રાકેશ બારોટ', 'રાકેશ બારોટ ના ગીત', 'રાકેશ બારોટ ના નવા ગીત', 'rakesh barot live program', 'rakesh barot na geet', 'rakesh barot na gito', 'rakesh barot na song', 'rakesh', 'rakesh barot song', 'રાકેશ બારોટ ના પિક્ચર', 'એક આંખો સાવન બીજી આંખો ભાદરવો', 'Kadja Ni Koyal', 'gujarati song', 'bewafa', 'Romantic songs', 'Ek Aakhe Savan', 'viral song', 'viral song 2024']",PT7M31S,hd,false,270757,12473,0,0,446
klHMLMM-iAY,[HINDI] BGIS 2024 | SEMI-FINALS 2 | Day 4 | BGMI,"Welcome to SEMI-FINALS 2 of the BGIS 2024! 

Prepare to be thrilled as 24 fierce teams from SEMI-FINALS 1 clash in the ultimate esports showdown. ONLY the top 8 teams will advance to the GRAND LAN FINALS in HYDERABAD 🔥

BATTLEGROUNDS MOBILE INDIA SERIES 2024. It's a battlefield where legends #makewaves. With a whopping prize pool of INR 2 Crores, stakes are higher than ever.

Stay tuned! Witness emerging stars rise to fame and write their names in the BGIS history. Who will dominate? Who will surprise? Join us at 3:30 PM from Thursday to Sunday.

Don't forget to like, subscribe, and hit the notification bell to keep up with all the action. Your favourite players need your cheers, so drop your support in the comments below!


#MAKEWAVES  #BATTLEGROUNDSMOBILEINDIA  #INDIAKAGAME",2024-06-16T15:57:48Z,UCugG6-k5QGbq_iDEPAnG4NQ,KRAFTON INDIA ESPORTS,20,"['BATTLEGROUNDS MOBILE INDIA', 'BATTLEGROUNDSMOBILEINDIA', 'BATTLEGROUNDS MOBILE', 'BATTLEGROUNDS', 'BATTLEGROUNDS MOBILE INDIA OFFICIAL CHANNEL', 'BATTLEGROUNDS MOBILE INDIA YOUTUBE', 'BGMI', 'BATTLEGROUNDS MOBILE INDIA Release date', 'BATTLEGROUNDS MOBILE INDIA Teaser', 'BGMI LIVE', 'BGIS 2024', 'BGIS 2023', 'BGIS']",PT5H51M17S,hd,false,2161088,61282,0,0,581
pW-Tk1iKFhA,Chinna Marumagal | 19th to 21st June 2024 - Promo,"சின்ன மருமகள், பன்னிரண்டாம் வகுப்பு.. திங்கள் - வெள்ளி இரவு 9.30 மணிக்கு நம்ம விஜய் டிவில..   #ChinnaMarumagal #VijayTelevision #VijayTV #RedefiningEntertainment #StarVijayTV #StarVijay #TamilTV",2024-06-19T07:05:28Z,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,24,"['Chinna Marumagal', 'New Fiction', 'New Serial', 'Fiction', 'தமிழ்', 'விஜய்', 'டிவி', 'தொலைக்காட்சி', 'Vijay', 'Star', 'Vijay TV', 'Star Vijay', 'Star Vijay TV', 'தொலைகாட்சி', 'Tamil TV', 'Tamil Shows']",PT35S,hd,false,893566,14040,0,0,134
aWO7AIRW6P4,New Trip Started Hyderabad To Israel 🇮🇱 | Uma Telugu Traveller,"Encourage this channel with a coffee! ☕️
https://www.buymeacoffee.com/umatelugutraveller (Thank you! 😃)

Brand collaboration
Umaprasadmalempati@gmail.com

follow me 👇 https://instagram.com/umatelugutraveller

 https://www.facebook.com/UmaTeluguTraveller

Thanks for watching

Like share SUBSCRIBE mychannel 
For more travel videos
#umatelugutraveller 
https://www.youtube.com/c/UmaTeluguTraveller

Sharanya : https://youtube.com/@umasharanyavlogs4890

Thumbnail : https://instagram.com/sketchplex?utm_medium=copy_link",2024-06-18T04:00:01Z,UC-elz6w4sbn_5LB37pJjTRA,Uma Telugu Traveller,19,[],PT30M54S,hd,false,209843,11655,0,0,713
NDg7ky50M8A,NOOR BHAI KI HERA PHERI | Dramatic Comedy Video | Shehbaaz Khan and Team,"Hello everyone,
Noor bhai is back with trending humours video !
( Noor Bhai ki Hera Pheri) is non-stop entertaining video with a lots of comedy, Get ready to roll in laughter with us, 
Do watch this with ur family & friends,
Keep supporting us , do like comment share & subscribe to our youtube channel ..
Thanks a lot for ur love & support❤️

Artists : Shehbaaz Khan, Amer Bin Sayeed, Lateef Prince, Mohd Ayaz, Mateen Khan, Majid Sharfi, Ibraheem, Khala 

Writing : Shehbaaz Khan 

Direction : Ehtesham Khan

Editing -  Shehbaaz Khan 
 
Asst Director -  Amer Bin Sayeed 

D.O.P : Ramprakash
 
Production Manager - Ayaz Riz ( Sheru Bhai )

Supporting  Team  - Abrar sharfi, Ibraheem, Mateen Khan 



Subscribe for more funny videos:
https://www.youtube.com/c/shehbaazkhan?sub_confirmation=1

Like on Facebook: https://bit.ly/2ods8oZ

Follow on Instagram: https://bit.ly/2nooc4V

Email - ayankhan.ak157@gmail.com",2024-06-18T10:36:33Z,UC1awS02LXzIYVqlXAh5oqRw,Shehbaaz khan ,23,"['noor bhai ki hera pheri', 'hera pheri comedy', 'hera pheri', 'hera pheri comedy scene', 'hera pheri hindi', 'hindi', 'hindi comedy', 'hyderabad', 'hydrabadi', 'hyderabadi comedy', 'noor bhai', 'noor bhai comedy', 'noor bhai videos', 'noor bhai new video', 'noor bhai auto wale', 'khana', 'kiraak khala', 'khala', 'hyderabadi khala', 'hindi comedy videos', 'comedy', 'comedy video', 'comedy scane', 'new comedy', 'salman khan', 'shahrukh', 'shahrukh khan', 'amir khan', 'kapil', 'kapil sharma', 'comedy nights', 'laugh', 'laughs', 'laughter', 'funny', 'fun', 'skt']",PT9M52S,hd,false,165111,7810,0,0,191
